Word,Encoding,TokenIDs,TokenPieces,TokenCount,SingleToken,Token1,Piece1,Token2,Piece2,Token3,Piece3,Token4,Piece4,Token5,Piece5,Token6,Piece6,Token7,Piece7,Token8,Piece8,TokenID,GTT,GTT码,GTT字,Chinese,POS,Frequency
proud,o200k_base,638 3053,pr | oud,2,NO,638,pr,3053,oud,,,,,,,,,,,,,12155,,,,,,
proudly,o200k_base,638 3053 423,pr | oud | ly,3,NO,638,pr,3053,oud,423,ly,,,,,,,,,,,12156,,,,,,
prove,o200k_base,48190,prove,1,YES,48190,prove,,,,,,,,,,,,,,,12157,,,,,,
proven,o200k_base,823 1066,pro | ven,2,NO,823,pro,1066,ven,,,,,,,,,,,,,12158,,,,,,
provenance,o200k_base,823 1066 766,pro | ven | ance,3,NO,823,pro,1066,ven,766,ance,,,,,,,,,,,12159,,,,,,
proverb,o200k_base,823 19348,pro | verb,2,NO,823,pro,19348,verb,,,,,,,,,,,,,12160,,,,,,
proverbial,o200k_base,823 19348 563,pro | verb | ial,3,NO,823,pro,19348,verb,563,ial,,,,,,,,,,,12161,,,,,,
provide,o200k_base,135542,provide,1,YES,135542,provide,,,,,,,,,,,,,,,12162,,,,,,
provided,o200k_base,121939,provided,1,YES,121939,provided,,,,,,,,,,,,,,,12163,,,,,,
provider,o200k_base,38212,provider,1,YES,38212,provider,,,,,,,,,,,,,,,12164,,,,,,
providing,o200k_base,82945 289,provid | ing,2,NO,82945,provid,289,ing,,,,,,,,,,,,,12165,,,,,,
province,o200k_base,63590,province,1,YES,63590,province,,,,,,,,,,,,,,,12166,,,,,,
provincial,o200k_base,25916 2768 563,prov | inc | ial,3,NO,25916,prov,2768,inc,563,ial,,,,,,,,,,,12167,,,,,,
provision,o200k_base,823 6421,pro | vision,2,NO,823,pro,6421,vision,,,,,,,,,,,,,12168,,,,,,
provisional,o200k_base,823 196960,pro | visional,2,NO,823,pro,196960,visional,,,,,,,,,,,,,12169,,,,,,
provocation,o200k_base,25916 2355,prov | ocation,2,NO,25916,prov,2355,ocation,,,,,,,,,,,,,12170,,,,,,
provocative,o200k_base,25916 432 1799,prov | oc | ative,3,NO,25916,prov,432,oc,1799,ative,,,,,,,,,,,12171,,,,,,
provoke,o200k_base,823 19144,pro | voke,2,NO,823,pro,19144,voke,,,,,,,,,,,,,12172,,,,,,
provost,o200k_base,25916 564,prov | ost,2,NO,25916,prov,564,ost,,,,,,,,,,,,,12173,,,,,,
prowess,o200k_base,148692 436,prow | ess,2,NO,148692,prow,436,ess,,,,,,,,,,,,,12174,,,,,,
prowl,o200k_base,823 36399,pro | wl,2,NO,823,pro,36399,wl,,,,,,,,,,,,,12175,,,,,,
proximal,o200k_base,142542 3882,prox | imal,2,NO,142542,prox,3882,imal,,,,,,,,,,,,,12176,,,,,,
proximity,o200k_base,823 124075,pro | ximity,2,NO,823,pro,124075,ximity,,,,,,,,,,,,,12177,,,,,,
proxy,o200k_base,49533,proxy,1,YES,49533,proxy,,,,,,,,,,,,,,,12178,,,,,,
prudence,o200k_base,103085 1082,prud | ence,2,NO,103085,prud,1082,ence,,,,,,,,,,,,,12179,,,,,,
prudent,o200k_base,638 8934,pr | udent,2,NO,638,pr,8934,udent,,,,,,,,,,,,,12180,,,,,,
prune,o200k_base,638 2561,pr | une,2,NO,638,pr,2561,une,,,,,,,,,,,,,12181,,,,,,
pruning,o200k_base,638 30541,pr | uning,2,NO,638,pr,30541,uning,,,,,,,,,,,,,12182,,,,,,
prussian,o200k_base,638 28810,pr | ussian,2,NO,638,pr,28810,ussian,,,,,,,,,,,,,12183,,,,,,
pry,o200k_base,638 88,pr | y,2,NO,638,pr,88,y,,,,,,,,,,,,,12184,,,,,,
pseudonym,o200k_base,79 61721 11105,p | seud | onym,3,NO,79,p,61721,seud,11105,onym,,,,,,,,,,,12185,,,,,,
psi,o200k_base,37764,psi,1,YES,37764,psi,,,,,,,,,,,,,,,12186,,,,,,
psyche,o200k_base,52681 926,psy | che,2,NO,52681,psy,926,che,,,,,,,,,,,,,12187,,,,,,
psychedelic,o200k_base,52681 3706 58143,psy | ched | elic,3,NO,52681,psy,3706,ched,58143,elic,,,,,,,,,,,12188,,,,,,
psychiatric,o200k_base,52681 12172 35799,psy | chi | atric,3,NO,52681,psy,12172,chi,35799,atric,,,,,,,,,,,12189,,,,,,
psychiatrist,o200k_base,52681 12172 266 3102,psy | chi | at | rist,4,NO,52681,psy,12172,chi,266,at,3102,rist,,,,,,,,,12190,,,,,,
psychiatry,o200k_base,52681 12172 266 1102,psy | chi | at | ry,4,NO,52681,psy,12172,chi,266,at,1102,ry,,,,,,,,,12191,,,,,,
psychic,o200k_base,94472 291,psych | ic,2,NO,94472,psych,291,ic,,,,,,,,,,,,,12192,,,,,,
psycho,o200k_base,52681 2153,psy | cho,2,NO,52681,psy,2153,cho,,,,,,,,,,,,,12193,,,,,,
psychoanalysis,o200k_base,52681 2153 35644,psy | cho | analysis,3,NO,52681,psy,2153,cho,35644,analysis,,,,,,,,,,,12194,,,,,,
psychoanalytic,o200k_base,52681 2153 196631,psy | cho | analytic,3,NO,52681,psy,2153,cho,196631,analytic,,,,,,,,,,,12195,,,,,,
psychological,o200k_base,94472 8339,psych | ological,2,NO,94472,psych,8339,ological,,,,,,,,,,,,,12196,,,,,,
psychologically,o200k_base,94472 56414,psych | ologically,2,NO,94472,psych,56414,ologically,,,,,,,,,,,,,12197,,,,,,
psychologist,o200k_base,94472 25461,psych | ologist,2,NO,94472,psych,25461,ologist,,,,,,,,,,,,,12198,,,,,,
psychology,o200k_base,94472 3035,psych | ology,2,NO,94472,psych,3035,ology,,,,,,,,,,,,,12199,,,,,,
psychometric,o200k_base,94472 34114,psych | ometric,2,NO,94472,psych,34114,ometric,,,,,,,,,,,,,12200,,,,,,
psychopath,o200k_base,94472 43993,psych | opath,2,NO,94472,psych,43993,opath,,,,,,,,,,,,,12201,,,,,,
psychopathology,o200k_base,94472 43993 3035,psych | opath | ology,3,NO,94472,psych,43993,opath,3035,ology,,,,,,,,,,,12202,,,,,,
psychosis,o200k_base,94472 12635,psych | osis,2,NO,94472,psych,12635,osis,,,,,,,,,,,,,12203,,,,,,
psychosocial,o200k_base,94472 365 13656,psych | os | ocial,3,NO,94472,psych,365,os,13656,ocial,,,,,,,,,,,12204,,,,,,
psychotherapist,o200k_base,94472 159173,psych | otherapist,2,NO,94472,psych,159173,otherapist,,,,,,,,,,,,,12205,,,,,,
psychotherapy,o200k_base,94472 37686,psych | otherapy,2,NO,94472,psych,37686,otherapy,,,,,,,,,,,,,12206,,,,,,
psychotic,o200k_base,94472 14682,psych | otic,2,NO,94472,psych,14682,otic,,,,,,,,,,,,,12207,,,,,,
pub,o200k_base,15987,pub,1,YES,15987,pub,,,,,,,,,,,,,,,12208,,,,,,
puberty,o200k_base,15987 30909,pub | erty,2,NO,15987,pub,30909,erty,,,,,,,,,,,,,12209,,,,,,
pubic,o200k_base,15987 291,pub | ic,2,NO,15987,pub,291,ic,,,,,,,,,,,,,12210,,,,,,
public-relations,o200k_base,1154 100122 929,public | -rel | ations,3,NO,1154,public,100122,-rel,929,ations,,,,,,,,,,,12211,,,,,,
public,o200k_base,1154,public,1,YES,1154,public,,,,,,,,,,,,,,,12212,,,,,,
publication,o200k_base,160185,publication,1,YES,160185,publication,,,,,,,,,,,,,,,12213,,,,,,
publicist,o200k_base,1154 421,public | ist,2,NO,1154,public,421,ist,,,,,,,,,,,,,12214,,,,,,
publicity,o200k_base,1154 536,public | ity,2,NO,1154,public,536,ity,,,,,,,,,,,,,12215,,,,,,
publicize,o200k_base,1154 750,public | ize,2,NO,1154,public,750,ize,,,,,,,,,,,,,12216,,,,,,
publicized,o200k_base,1154 2110,public | ized,2,NO,1154,public,2110,ized,,,,,,,,,,,,,12217,,,,,,
publicly,o200k_base,1154 423,public | ly,2,NO,1154,public,423,ly,,,,,,,,,,,,,12218,,,,,,
publish,o200k_base,60054,publish,1,YES,60054,publish,,,,,,,,,,,,,,,12219,,,,,,
published,o200k_base,58425,published,1,YES,58425,published,,,,,,,,,,,,,,,12220,,,,,,
publisher,o200k_base,103803,publisher,1,YES,103803,publisher,,,,,,,,,,,,,,,12221,,,,,,
publishing,o200k_base,24173 7281,publ | ishing,2,NO,24173,publ,7281,ishing,,,,,,,,,,,,,12222,,,,,,
puck,o200k_base,79 2851,p | uck,2,NO,79,p,2851,uck,,,,,,,,,,,,,12223,,,,,,
pucker,o200k_base,79 38813,p | ucker,2,NO,79,p,38813,ucker,,,,,,,,,,,,,12224,,,,,,
pudding,o200k_base,79 175995,p | udding,2,NO,79,p,175995,udding,,,,,,,,,,,,,12225,,,,,,
puddle,o200k_base,79 169060,p | uddle,2,NO,79,p,169060,uddle,,,,,,,,,,,,,12226,,,,,,
pudgy,o200k_base,79 527 4544,p | ud | gy,3,NO,79,p,527,ud,4544,gy,,,,,,,,,,,12227,,,,,,
pueblo,o200k_base,79 37548,p | ueblo,2,NO,79,p,37548,ueblo,,,,,,,,,,,,,12228,,,,,,
puff,o200k_base,79 1972,p | uff,2,NO,79,p,1972,uff,,,,,,,,,,,,,12229,,,,,,
puffing,o200k_base,79 1972 289,p | uff | ing,3,NO,79,p,1972,uff,289,ing,,,,,,,,,,,12230,,,,,,
puffy,o200k_base,79 44375,p | uffy,2,NO,79,p,44375,uffy,,,,,,,,,,,,,12231,,,,,,
puke,o200k_base,79 10307,p | uke,2,NO,79,p,10307,uke,,,,,,,,,,,,,12232,,,,,,
pulitzer,o200k_base,93727 27638,pul | itzer,2,NO,93727,pul,27638,itzer,,,,,,,,,,,,,12233,,,,,,
pull,o200k_base,52258,pull,1,YES,52258,pull,,,,,,,,,,,,,,,12234,,,,,,
pulley,o200k_base,93727 4356,pul | ley,2,NO,93727,pul,4356,ley,,,,,,,,,,,,,12235,,,,,,
pulmonary,o200k_base,93727 170800,pul | monary,2,NO,93727,pul,170800,monary,,,,,,,,,,,,,12236,,,,,,
pulp,o200k_base,79 16934,p | ulp,2,NO,79,p,16934,ulp,,,,,,,,,,,,,12237,,,,,,
pulpit,o200k_base,79 16934 278,p | ulp | it,3,NO,79,p,16934,ulp,278,it,,,,,,,,,,,12238,,,,,,
pulsar,o200k_base,79 13433 277,p | uls | ar,3,NO,79,p,13433,uls,277,ar,,,,,,,,,,,12239,,,,,,
pulse,o200k_base,177517,pulse,1,YES,177517,pulse,,,,,,,,,,,,,,,12240,,,,,,
pummel,o200k_base,79 193941,p | ummel,2,NO,79,p,193941,ummel,,,,,,,,,,,,,12241,,,,,,
pump,o200k_base,184204,pump,1,YES,184204,pump,,,,,,,,,,,,,,,12242,,,,,,
pumping,o200k_base,79 92059,p | umping,2,NO,79,p,92059,umping,,,,,,,,,,,,,12243,,,,,,
pumpkin,o200k_base,184204 6342,pump | kin,2,NO,184204,pump,6342,kin,,,,,,,,,,,,,12244,,,,,,
pun,o200k_base,15497,pun,1,YES,15497,pun,,,,,,,,,,,,,,,12245,,,,,,
punch,o200k_base,79 4446,p | unch,2,NO,79,p,4446,unch,,,,,,,,,,,,,12246,,,,,,
punctuate,o200k_base,15497 308 92403,pun | ct | uate,3,NO,15497,pun,308,ct,92403,uate,,,,,,,,,,,12247,,,,,,
punctuation,o200k_base,15497 308 32719,pun | ct | uation,3,NO,15497,pun,308,ct,32719,uation,,,,,,,,,,,12248,,,,,,
puncture,o200k_base,15497 193612,pun | cture,2,NO,15497,pun,193612,cture,,,,,,,,,,,,,12249,,,,,,
pundit,o200k_base,79 980 278,p | und | it,3,NO,79,p,980,und,278,it,,,,,,,,,,,12250,,,,,,
pungent,o200k_base,79 988 299,p | ung | ent,3,NO,79,p,988,ung,299,ent,,,,,,,,,,,12251,,,,,,
punish,o200k_base,15497 1109,pun | ish,2,NO,15497,pun,1109,ish,,,,,,,,,,,,,12252,,,,,,
punishing,o200k_base,15497 7281,pun | ishing,2,NO,15497,pun,7281,ishing,,,,,,,,,,,,,12253,,,,,,
punishment,o200k_base,15497 32705,pun | ishment,2,NO,15497,pun,32705,ishment,,,,,,,,,,,,,12254,,,,,,
punitive,o200k_base,15497 4171,pun | itive,2,NO,15497,pun,4171,itive,,,,,,,,,,,,,12255,,,,,,
punk,o200k_base,68900,punk,1,YES,68900,punk,,,,,,,,,,,,,,,12256,,,,,,
punt,o200k_base,55696,punt,1,YES,55696,punt,,,,,,,,,,,,,,,12257,,,,,,
punter,o200k_base,15497 399,pun | ter,2,NO,15497,pun,399,ter,,,,,,,,,,,,,12258,,,,,,
puny,o200k_base,15497 88,pun | y,2,NO,15497,pun,88,y,,,,,,,,,,,,,12259,,,,,,
pup,o200k_base,79 817,p | up,2,NO,79,p,817,up,,,,,,,,,,,,,12260,,,,,,
pupil,o200k_base,79 143362,p | upil,2,NO,79,p,143362,upil,,,,,,,,,,,,,12261,,,,,,
puppet,o200k_base,5112 149948,pu | ppet,2,NO,5112,pu,149948,ppet,,,,,,,,,,,,,12262,,,,,,
puppy,o200k_base,5112 145025,pu | ppy,2,NO,5112,pu,145025,ppy,,,,,,,,,,,,,12263,,,,,,
purchase,o200k_base,66994,purchase,1,YES,66994,purchase,,,,,,,,,,,,,,,12264,,,,,,
purchaser,o200k_base,79 2772 18231,p | urch | aser,3,NO,79,p,2772,urch,18231,aser,,,,,,,,,,,12265,,,,,,
purchasing,o200k_base,79 2772 5720,p | urch | asing,3,NO,79,p,2772,urch,5720,asing,,,,,,,,,,,12266,,,,,,
pure,o200k_base,104809,pure,1,YES,104809,pure,,,,,,,,,,,,,,,12267,,,,,,
puree,o200k_base,104809 68,pure | e,2,NO,104809,pure,68,e,,,,,,,,,,,,,12268,,,,,,
purely,o200k_base,104809 423,pure | ly,2,NO,104809,pure,423,ly,,,,,,,,,,,,,12269,,,,,,
purge,o200k_base,34530 684,pur | ge,2,NO,34530,pur,684,ge,,,,,,,,,,,,,12270,,,,,,
purification,o200k_base,34530 3166,pur | ification,2,NO,34530,pur,3166,ification,,,,,,,,,,,,,12271,,,,,,
purify,o200k_base,34530 1985,pur | ify,2,NO,34530,pur,1985,ify,,,,,,,,,,,,,12272,,,,,,
purist,o200k_base,34530 421,pur | ist,2,NO,34530,pur,421,ist,,,,,,,,,,,,,12273,,,,,,
purity,o200k_base,34530 536,pur | ity,2,NO,34530,pur,536,ity,,,,,,,,,,,,,12274,,,,,,
purple,o200k_base,122477,purple,1,YES,122477,purple,,,,,,,,,,,,,,,12275,,,,,,
purport,o200k_base,34530 447,pur | port,2,NO,34530,pur,447,port,,,,,,,,,,,,,12276,,,,,,
purported,o200k_base,34530 82081,pur | ported,2,NO,34530,pur,82081,ported,,,,,,,,,,,,,12277,,,,,,
purportedly,o200k_base,34530 82081 423,pur | ported | ly,3,NO,34530,pur,82081,ported,423,ly,,,,,,,,,,,12278,,,,,,
purpose,o200k_base,169765,purpose,1,YES,169765,purpose,,,,,,,,,,,,,,,12279,,,,,,
purposeful,o200k_base,169765 1500,purpose | ful,2,NO,169765,purpose,1500,ful,,,,,,,,,,,,,12280,,,,,,
purposefully,o200k_base,169765 5203,purpose | fully,2,NO,169765,purpose,5203,fully,,,,,,,,,,,,,12281,,,,,,
purposely,o200k_base,34530 1103 1151,pur | pos | ely,3,NO,34530,pur,1103,pos,1151,ely,,,,,,,,,,,12282,,,,,,
purr,o200k_base,79 1057,p | urr,2,NO,79,p,1057,urr,,,,,,,,,,,,,12283,,,,,,
purse,o200k_base,79 29529,p | urse,2,NO,79,p,29529,urse,,,,,,,,,,,,,12284,,,,,,
pursuant,o200k_base,79 1628 44411,p | urs | uant,3,NO,79,p,1628,urs,44411,uant,,,,,,,,,,,12285,,,,,,
pursue,o200k_base,79 1628 466,p | urs | ue,3,NO,79,p,1628,urs,466,ue,,,,,,,,,,,12286,,,,,,
pursuer,o200k_base,79 1628 4615,p | urs | uer,3,NO,79,p,1628,urs,4615,uer,,,,,,,,,,,12287,,,,,,
pursuit,o200k_base,79 1628 2136,p | urs | uit,3,NO,79,p,1628,urs,2136,uit,,,,,,,,,,,12288,,,,,,
purveyor,o200k_base,34530 99834,pur | veyor,2,NO,34530,pur,99834,veyor,,,,,,,,,,,,,12289,,,,,,
purview,o200k_base,34530 1282,pur | view,2,NO,34530,pur,1282,view,,,,,,,,,,,,,12290,,,,,,
push-up,o200k_base,18873 7288,push | -up,2,NO,18873,push,7288,-up,,,,,,,,,,,,,12291,,,,,,
push,o200k_base,18873,push,1,YES,18873,push,,,,,,,,,,,,,,,12292,,,,,,
pushy,o200k_base,18873 88,push | y,2,NO,18873,push,88,y,,,,,,,,,,,,,12293,,,,,,
pussy,o200k_base,79 40700,p | ussy,2,NO,79,p,40700,ussy,,,,,,,,,,,,,12294,,,,,,
put,o200k_base,772,put,1,YES,772,put,,,,,,,,,,,,,,,12295,,,,,,
putative,o200k_base,772 1799,put | ative,2,NO,772,put,1799,ative,,,,,,,,,,,,,12296,,,,,,
putt,o200k_base,772 83,put | t,2,NO,772,put,83,t,,,,,,,,,,,,,12297,,,,,,
putter,o200k_base,772 399,put | ter,2,NO,772,put,399,ter,,,,,,,,,,,,,12298,,,,,,
puzzle,o200k_base,79 38271,p | uzzle,2,NO,79,p,38271,uzzle,,,,,,,,,,,,,12299,,,,,,
puzzled,o200k_base,79 18686 1084,p | uzz | led,3,NO,79,p,18686,uzz,1084,led,,,,,,,,,,,12300,,,,,,
puzzlement,o200k_base,79 18686 1254,p | uzz | lement,3,NO,79,p,18686,uzz,1254,lement,,,,,,,,,,,12301,,,,,,
puzzling,o200k_base,79 18686 3321,p | uzz | ling,3,NO,79,p,18686,uzz,3321,ling,,,,,,,,,,,12302,,,,,,
pvc,o200k_base,79 11983,p | vc,2,NO,79,p,11983,vc,,,,,,,,,,,,,12303,,,,,,
pyramid,o200k_base,79 55334,p | yramid,2,NO,79,p,55334,yramid,,,,,,,,,,,,,12304,,,,,,
python,o200k_base,29010,python,1,YES,29010,python,,,,,,,,,,,,,,,12305,,,,,,
quad,o200k_base,65449,quad,1,YES,65449,quad,,,,,,,,,,,,,,,12306,,,,,,
quadrant,o200k_base,188515 493,quadr | ant,2,NO,188515,quadr,493,ant,,,,,,,,,,,,,12307,,,,,,
quadruple,o200k_base,65449 1942 789,quad | ru | ple,3,NO,65449,quad,1942,ru,789,ple,,,,,,,,,,,12308,,,,,,
quagmire,o200k_base,351 108902 594,qu | agm | ire,3,NO,351,qu,108902,agm,594,ire,,,,,,,,,,,12309,,,,,,
quail,o200k_base,351 663,qu | ail,2,NO,351,qu,663,ail,,,,,,,,,,,,,12310,,,,,,
quaint,o200k_base,351 4649,qu | aint,2,NO,351,qu,4649,aint,,,,,,,,,,,,,12311,,,,,,
quake,o200k_base,132047,quake,1,YES,132047,quake,,,,,,,,,,,,,,,12312,,,,,,
quaker,o200k_base,351 6114,qu | aker,2,NO,351,qu,6114,aker,,,,,,,,,,,,,12313,,,,,,
qualification,o200k_base,132914,qualification,1,YES,132914,qualification,,,,,,,,,,,,,,,12314,,,,,,
qualified,o200k_base,66519,qualified,1,YES,66519,qualified,,,,,,,,,,,,,,,12315,,,,,,
qualifier,o200k_base,6129 4550,qual | ifier,2,NO,6129,qual,4550,ifier,,,,,,,,,,,,,12316,,,,,,
qualify,o200k_base,6129 1985,qual | ify,2,NO,6129,qual,1985,ify,,,,,,,,,,,,,12317,,,,,,
qualifying,o200k_base,6129 13700,qual | ifying,2,NO,6129,qual,13700,ifying,,,,,,,,,,,,,12318,,,,,,
qualitative,o200k_base,6129 27410,qual | itative,2,NO,6129,qual,27410,itative,,,,,,,,,,,,,12319,,,,,,
qualitatively,o200k_base,6129 278 11594,qual | it | atively,3,NO,6129,qual,278,it,11594,atively,,,,,,,,,,,12320,,,,,,
quality,o200k_base,14761,quality,1,YES,14761,quality,,,,,,,,,,,,,,,12321,,,,,,
qualm,o200k_base,6129 76,qual | m,2,NO,6129,qual,76,m,,,,,,,,,,,,,12322,,,,,,
quandary,o200k_base,351 427 815,qu | and | ary,3,NO,351,qu,427,and,815,ary,,,,,,,,,,,12323,,,,,,
quantify,o200k_base,39719 1985,quant | ify,2,NO,39719,quant,1985,ify,,,,,,,,,,,,,12324,,,,,,
quantitative,o200k_base,39719 27410,quant | itative,2,NO,39719,quant,27410,itative,,,,,,,,,,,,,12325,,,,,,
quantity,o200k_base,22003,quantity,1,YES,22003,quantity,,,,,,,,,,,,,,,12326,,,,,,
quantum,o200k_base,39719 394,quant | um,2,NO,39719,quant,394,um,,,,,,,,,,,,,12327,,,,,,
quarantine,o200k_base,351 68741,qu | arantine,2,NO,351,qu,68741,arantine,,,,,,,,,,,,,12328,,,,,,
quark,o200k_base,351 941,qu | ark,2,NO,351,qu,941,ark,,,,,,,,,,,,,12329,,,,,,
quarrel,o200k_base,351 277 6004,qu | ar | rel,3,NO,351,qu,277,ar,6004,rel,,,,,,,,,,,12330,,,,,,
quarry,o200k_base,351 20052,qu | arry,2,NO,351,qu,20052,arry,,,,,,,,,,,,,12331,,,,,,
quarter-century,o200k_base,47315 55619,quarter | -century,2,NO,47315,quarter,55619,-century,,,,,,,,,,,,,12332,,,,,,
quarter,o200k_base,47315,quarter,1,YES,47315,quarter,,,,,,,,,,,,,,,12333,,,,,,
quarterback,o200k_base,47315 2205,quarter | back,2,NO,47315,quarter,2205,back,,,,,,,,,,,,,12334,,,,,,
quarterfinal,o200k_base,47315 17196,quarter | final,2,NO,47315,quarter,17196,final,,,,,,,,,,,,,12335,,,,,,
quarterly,o200k_base,47315 423,quarter | ly,2,NO,47315,quarter,423,ly,,,,,,,,,,,,,12336,,,,,,
quartet,o200k_base,179521 292,quart | et,2,NO,179521,quart,292,et,,,,,,,,,,,,,12337,,,,,,
quartz,o200k_base,351 87453,qu | artz,2,NO,351,qu,87453,artz,,,,,,,,,,,,,12338,,,,,,
quasar,o200k_base,351 50450,qu | asar,2,NO,351,qu,50450,asar,,,,,,,,,,,,,12339,,,,,,
quash,o200k_base,351 1229,qu | ash,2,NO,351,qu,1229,ash,,,,,,,,,,,,,12340,,,,,,
queasy,o200k_base,1126 5614,que | asy,2,NO,1126,que,5614,asy,,,,,,,,,,,,,12341,,,,,,
queen,o200k_base,153556,queen,1,YES,153556,queen,,,,,,,,,,,,,,,12342,,,,,,
queer,o200k_base,1126 259,que | er,2,NO,1126,que,259,er,,,,,,,,,,,,,12343,,,,,,
quell,o200k_base,351 596,qu | ell,2,NO,351,qu,596,ell,,,,,,,,,,,,,12344,,,,,,
quench,o200k_base,351 25107,qu | ench,2,NO,351,qu,25107,ench,,,,,,,,,,,,,12345,,,,,,
query,o200k_base,2975,query,1,YES,2975,query,,,,,,,,,,,,,,,12346,,,,,,
quest,o200k_base,1061,quest,1,YES,1061,quest,,,,,,,,,,,,,,,12347,,,,,,
question,o200k_base,14921,question,1,YES,14921,question,,,,,,,,,,,,,,,12348,,,,,,
questionable,o200k_base,14921 562,question | able,2,NO,14921,question,562,able,,,,,,,,,,,,,12349,,,,,,
questioner,o200k_base,14921 259,question | er,2,NO,14921,question,259,er,,,,,,,,,,,,,12350,,,,,,
questioning,o200k_base,14921 289,question | ing,2,NO,14921,question,289,ing,,,,,,,,,,,,,12351,,,,,,
questionnaire,o200k_base,14921 30464,question | naire,2,NO,14921,question,30464,naire,,,,,,,,,,,,,12352,,,,,,
queue,o200k_base,9409,queue,1,YES,9409,queue,,,,,,,,,,,,,,,12353,,,,,,
quick,o200k_base,46003,quick,1,YES,46003,quick,,,,,,,,,,,,,,,12354,,,,,,
quicken,o200k_base,351 13420,qu | icken,2,NO,351,qu,13420,icken,,,,,,,,,,,,,12355,,,,,,
quicker,o200k_base,351 7944,qu | icker,2,NO,351,qu,7944,icker,,,,,,,,,,,,,12356,,,,,,
quickest,o200k_base,46003 376,quick | est,2,NO,46003,quick,376,est,,,,,,,,,,,,,12357,,,,,,
quickly,o200k_base,46003 423,quick | ly,2,NO,46003,quick,423,ly,,,,,,,,,,,,,12358,,,,,,
quickness,o200k_base,46003 2816,quick | ness,2,NO,46003,quick,2816,ness,,,,,,,,,,,,,12359,,,,,,
quid,o200k_base,70047,quid,1,YES,70047,quid,,,,,,,,,,,,,,,12360,,,,,,
quiet,o200k_base,60879,quiet,1,YES,60879,quiet,,,,,,,,,,,,,,,12361,,,,,,
quietly,o200k_base,60879 423,quiet | ly,2,NO,60879,quiet,423,ly,,,,,,,,,,,,,12362,,,,,,
quill,o200k_base,351 492,qu | ill,2,NO,351,qu,492,ill,,,,,,,,,,,,,12363,,,,,,
quilt,o200k_base,351 4767,qu | ilt,2,NO,351,qu,4767,ilt,,,,,,,,,,,,,12364,,,,,,
quintessential,o200k_base,351 491 72289,qu | int | essential,3,NO,351,qu,491,int,72289,essential,,,,,,,,,,,12365,,,,,,
quip,o200k_base,38582,quip,1,YES,38582,quip,,,,,,,,,,,,,,,12366,,,,,,
quirk,o200k_base,12417 74,quir | k,2,NO,12417,quir,74,k,,,,,,,,,,,,,12367,,,,,,
quirky,o200k_base,12417 5781,quir | ky,2,NO,12417,quir,5781,ky,,,,,,,,,,,,,12368,,,,,,
quit,o200k_base,45414,quit,1,YES,45414,quit,,,,,,,,,,,,,,,12369,,,,,,
quite,o200k_base,148143,quite,1,YES,148143,quite,,,,,,,,,,,,,,,12370,,,,,,
quiver,o200k_base,351 1788,qu | iver,2,NO,351,qu,1788,iver,,,,,,,,,,,,,12371,,,,,,
quivering,o200k_base,351 134127,qu | ivering,2,NO,351,qu,134127,ivering,,,,,,,,,,,,,12372,,,,,,
quiz,o200k_base,58637,quiz,1,YES,58637,quiz,,,,,,,,,,,,,,,12373,,,,,,
quota,o200k_base,182395,quota,1,YES,182395,quota,,,,,,,,,,,,,,,12374,,,,,,
quotation,o200k_base,190853,quotation,1,YES,190853,quotation,,,,,,,,,,,,,,,12375,,,,,,
quote,o200k_base,20364,quote,1,YES,20364,quote,,,,,,,,,,,,,,,12376,,,,,,
quotient,o200k_base,17555 773,quot | ient,2,NO,17555,quot,773,ient,,,,,,,,,,,,,12377,,,,,,
rabbi,o200k_base,81709 6738,rab | bi,2,NO,81709,rab,6738,bi,,,,,,,,,,,,,12378,,,,,,
rabbit,o200k_base,180596,rabbit,1,YES,180596,rabbit,,,,,,,,,,,,,,,12379,,,,,,
rabid,o200k_base,81709 315,rab | id,2,NO,81709,rab,315,id,,,,,,,,,,,,,12380,,,,,,
rabies,o200k_base,81709 566,rab | ies,2,NO,81709,rab,566,ies,,,,,,,,,,,,,12381,,,,,,
raccoon,o200k_base,81 67027 263,r | acco | on,3,NO,81,r,67027,acco,263,on,,,,,,,,,,,12382,,,,,,
race,o200k_base,93075,race,1,YES,93075,race,,,,,,,,,,,,,,,12383,,,,,,
racer,o200k_base,81 17263,r | acer,2,NO,81,r,17263,acer,,,,,,,,,,,,,12384,,,,,,
racetrack,o200k_base,78549 192826,rac | etrack,2,NO,78549,rac,192826,etrack,,,,,,,,,,,,,12385,,,,,,
racial,o200k_base,84067,racial,1,YES,84067,racial,,,,,,,,,,,,,,,12386,,,,,,
racially,o200k_base,84067 423,racial | ly,2,NO,84067,racial,423,ly,,,,,,,,,,,,,12387,,,,,,
racing,o200k_base,81 7997,r | acing,2,NO,81,r,7997,acing,,,,,,,,,,,,,12388,,,,,,
racism,o200k_base,78549 2367,rac | ism,2,NO,78549,rac,2367,ism,,,,,,,,,,,,,12389,,,,,,
racist,o200k_base,78549 421,rac | ist,2,NO,78549,rac,421,ist,,,,,,,,,,,,,12390,,,,,,
rack,o200k_base,197053,rack,1,YES,197053,rack,,,,,,,,,,,,,,,12391,,,,,,
racket,o200k_base,81 8480,r | acket,2,NO,81,r,8480,acket,,,,,,,,,,,,,12392,,,,,,
